family,genus,in_sa,order,species
Struthionidae,Struthio,False,STRUTHIONIFORMES,camelus
Struthionidae,Struthio,False,STRUTHIONIFORMES,molybdophanes
Rheidae,Rhea,True,RHEIFORMES,americana
Rheidae,Rhea,True,RHEIFORMES,pennata
Apterygidae,Apteryx,False,APTERYGIFORMES,australis
Apterygidae,Apteryx,False,APTERYGIFORMES,mantelli
Apterygidae,Apteryx,False,APTERYGIFORMES,rowi
Apterygidae,Apteryx,False,APTERYGIFORMES,owenii
Apterygidae,Apteryx,False,APTERYGIFORMES,haastii
Casuariidae,Casuarius,False,CASUARIIFORMES,casuarius
Casuariidae,Casuarius,False,CASUARIIFORMES,bennetti
Casuariidae,Casuarius,False,CASUARIIFORMES,unappendiculatus
Casuariidae,Dromaius,False,CASUARIIFORMES,novaehollandiae
Tinamidae,Tinamus,True,TINAMIFORMES,tao
Tinamidae,Tinamus,True,TINAMIFORMES,solitarius
Tinamidae,Tinamus,True,TINAMIFORMES,osgoodi
Tinamidae,Tinamus,True,TINAMIFORMES,major
Tinamidae,Tinamus,True,TINAMIFORMES,guttatus
Tinamidae,Nothocercus,True,TINAMIFORMES,bonapartei
Tinamidae,Nothocercus,True,TINAMIFORMES,julius
Tinamidae,Nothocercus,True,TINAMIFORMES,nigrocapillus
Tinamidae,Crypturellus,True,TINAMIFORMES,berlepschi
Tinamidae,Crypturellus,True,TINAMIFORMES,cinereus
Tinamidae,Crypturellus,True,TINAMIFORMES,soui
Tinamidae,Crypturellus,True,TINAMIFORMES,ptaritepui
Tinamidae,Crypturellus,True,TINAMIFORMES,obsoletus
Tinamidae,Crypturellus,True,TINAMIFORMES,undulatus
Tinamidae,Crypturellus,True,TINAMIFORMES,transfasciatus
Tinamidae,Crypturellus,True,TINAMIFORMES,strigulosus
Tinamidae,Crypturellus,True,TINAMIFORMES,duidae
Tinamidae,Crypturellus,True,TINAMIFORMES,erythropus
Tinamidae,Crypturellus,True,TINAMIFORMES,noctivagus
Tinamidae,Crypturellus,True,TINAMIFORMES,atrocapillus
Tinamidae,Crypturellus,False,TINAMIFORMES,cinnamomeus
Tinamidae,Crypturellus,False,TINAMIFORMES,boucardi
Tinamidae,Crypturellus,True,TINAMIFORMES,kerriae
Tinamidae,Crypturellus,True,TINAMIFORMES,variegatus
Tinamidae,Crypturellus,True,TINAMIFORMES,brevirostris
Tinamidae,Crypturellus,True,TINAMIFORMES,bartletti
Tinamidae,Crypturellus,True,TINAMIFORMES,parvirostris
Tinamidae,Crypturellus,True,TINAMIFORMES,casiquiare
Tinamidae,Crypturellus,True,TINAMIFORMES,tataupa
Tinamidae,Rhynchotus,True,TINAMIFORMES,rufescens
Tinamidae,Rhynchotus,True,TINAMIFORMES,maculicollis
Tinamidae,Nothoprocta,True,TINAMIFORMES,taczanowskii
Tinamidae,Nothoprocta,True,TINAMIFORMES,ornata
Tinamidae,Nothoprocta,True,TINAMIFORMES,perdicaria
Tinamidae,Nothoprocta,True,TINAMIFORMES,cinerascens
Tinamidae,Nothoprocta,True,TINAMIFORMES,pentlandii
Tinamidae,Nothoprocta,True,TINAMIFORMES,curvirostris
Tinamidae,Nothura,True,TINAMIFORMES,boraquira
Tinamidae,Nothura,True,TINAMIFORMES,minor
Tinamidae,Nothura,True,TINAMIFORMES,darwinii
Tinamidae,Nothura,True,TINAMIFORMES,maculosa
Tinamidae,Taoniscus,True,TINAMIFORMES,nanus
Tinamidae,Eudromia,True,TINAMIFORMES,elegans
Tinamidae,Eudromia,True,TINAMIFORMES,formosa
Tinamidae,Tinamotis,True,TINAMIFORMES,pentlandii
Tinamidae,Tinamotis,True,TINAMIFORMES,ingoufi
Megapodiidae,Alectura,False,GALLIFORMES,lathami
Megapodiidae,Aepypodius,False,GALLIFORMES,arfakianus
Megapodiidae,Aepypodius,False,GALLIFORMES,bruijnii
Megapodiidae,Talegalla,False,GALLIFORMES,cuvieri
Megapodiidae,Talegalla,False,GALLIFORMES,fuscirostris
Megapodiidae,Talegalla,False,GALLIFORMES,jobiensis
Megapodiidae,Leipoa,False,GALLIFORMES,ocellata
Megapodiidae,Macrocephalon,False,GALLIFORMES,maleo
Megapodiidae,Eulipoa,False,GALLIFORMES,wallacei
Megapodiidae,Megapodius,False,GALLIFORMES,pritchardii
Megapodiidae,Megapodius,False,GALLIFORMES,laperouse
Megapodiidae,Megapodius,False,GALLIFORMES,nicobariensis
Megapodiidae,Megapodius,False,GALLIFORMES,cumingii
Megapodiidae,Megapodius,False,GALLIFORMES,bernsteinii
Megapodiidae,Megapodius,False,GALLIFORMES,tenimberensis
Megapodiidae,Megapodius,False,GALLIFORMES,freycinet
Megapodiidae,Megapodius,False,GALLIFORMES,geelvinkianus
Megapodiidae,Megapodius,False,GALLIFORMES,eremita
Megapodiidae,Megapodius,False,GALLIFORMES,layardi
Megapodiidae,Megapodius,False,GALLIFORMES,decollatus
Megapodiidae,Megapodius,False,GALLIFORMES,reinwardt
Cracidae,Ortalis,False,GALLIFORMES,vetula
Cracidae,Ortalis,True,GALLIFORMES,cinereiceps
Cracidae,Ortalis,True,GALLIFORMES,garrula
Cracidae,Ortalis,True,GALLIFORMES,ruficauda
Cracidae,Ortalis,True,GALLIFORMES,erythroptera
Cracidae,Ortalis,False,GALLIFORMES,wagleri
Cracidae,Ortalis,False,GALLIFORMES,poliocephala
Cracidae,Ortalis,True,GALLIFORMES,canicollis
Cracidae,Ortalis,False,GALLIFORMES,leucogastra
Cracidae,Ortalis,True,GALLIFORMES,guttata
Cracidae,Ortalis,True,GALLIFORMES,araucuan
Cracidae,Ortalis,True,GALLIFORMES,squamata
Cracidae,Ortalis,True,GALLIFORMES,columbiana
Cracidae,Ortalis,True,GALLIFORMES,motmot
Cracidae,Ortalis,True,GALLIFORMES,ruficeps
Cracidae,Ortalis,True,GALLIFORMES,superciliaris
Cracidae,Penelope,True,GALLIFORMES,argyrotis
Cracidae,Penelope,True,GALLIFORMES,barbata
Cracidae,Penelope,True,GALLIFORMES,ortoni
Cracidae,Penelope,True,GALLIFORMES,montagnii
Cracidae,Penelope,True,GALLIFORMES,marail
Cracidae,Penelope,True,GALLIFORMES,superciliaris
Cracidae,Penelope,True,GALLIFORMES,dabbenei
Cracidae,Penelope,True,GALLIFORMES,purpurascens
Cracidae,Penelope,True,GALLIFORMES,perspicax
Cracidae,Penelope,True,GALLIFORMES,albipennis
Cracidae,Penelope,True,GALLIFORMES,jacquacu
Cracidae,Penelope,True,GALLIFORMES,obscura
Cracidae,Penelope,True,GALLIFORMES,pileata
Cracidae,Penelope,True,GALLIFORMES,ochrogaster
Cracidae,Penelope,True,GALLIFORMES,jacucaca
Cracidae,Pipile,True,GALLIFORMES,pipile
Cracidae,Pipile,True,GALLIFORMES,cumanensis
Cracidae,Pipile,True,GALLIFORMES,cujubi
Cracidae,Pipile,True,GALLIFORMES,jacutinga
Cracidae,Aburria,True,GALLIFORMES,aburri
Cracidae,Chamaepetes,False,GALLIFORMES,unicolor
Cracidae,Chamaepetes,True,GALLIFORMES,goudotii
Cracidae,Penelopina,False,GALLIFORMES,nigra
Cracidae,Oreophasis,False,GALLIFORMES,derbianus
Cracidae,Nothocrax,True,GALLIFORMES,urumutum
Cracidae,Mitu,True,GALLIFORMES,tomentosum
Cracidae,Mitu,True,GALLIFORMES,salvini
Cracidae,Mitu,True,GALLIFORMES,tuberosum
Cracidae,Mitu,True,GALLIFORMES,mitu
Cracidae,Pauxi,True,GALLIFORMES,pauxi
Cracidae,Pauxi,True,GALLIFORMES,unicornis
Cracidae,Pauxi,True,GALLIFORMES,koepckeae
Cracidae,Crax,True,GALLIFORMES,rubra
Cracidae,Crax,True,GALLIFORMES,alberti
Cracidae,Crax,True,GALLIFORMES,daubentoni
Cracidae,Crax,True,GALLIFORMES,alector
Cracidae,Crax,True,GALLIFORMES,globulosa
Cracidae,Crax,True,GALLIFORMES,fasciolata
Cracidae,Crax,True,GALLIFORMES,blumenbachii
Numididae,Agelastes,False,GALLIFORMES,meleagrides
Numididae,Agelastes,False,GALLIFORMES,niger
Numididae,Numida,False,GALLIFORMES,meleagris
Numididae,Guttera,False,GALLIFORMES,plumifera
Numididae,Guttera,False,GALLIFORMES,pucherani
Numididae,Acryllium,False,GALLIFORMES,vulturinum
Odontophoridae,Ptilopachus,False,GALLIFORMES,petrosus
Odontophoridae,Ptilopachus,False,GALLIFORMES,nahani
Odontophoridae,Dendrortyx,False,GALLIFORMES,barbatus
Odontophoridae,Dendrortyx,False,GALLIFORMES,macroura
Odontophoridae,Dendrortyx,False,GALLIFORMES,leucophrys
Odontophoridae,Oreortyx,False,GALLIFORMES,pictus
Odontophoridae,Callipepla,False,GALLIFORMES,squamata
Odontophoridae,Callipepla,False,GALLIFORMES,douglasii
Odontophoridae,Callipepla,False,GALLIFORMES,californica
Odontophoridae,Callipepla,False,GALLIFORMES,gambelii
Odontophoridae,Philortyx,False,GALLIFORMES,fasciatus
Odontophoridae,Colinus,True,GALLIFORMES,virginianus
Odontophoridae,Colinus,False,GALLIFORMES,nigrogularis
Odontophoridae,Colinus,False,GALLIFORMES,leucopogon
Odontophoridae,Colinus,True,GALLIFORMES,cristatus
Odontophoridae,Odontophorus,True,GALLIFORMES,gujanensis
Odontophoridae,Odontophorus,True,GALLIFORMES,capueira
Odontophoridae,Odontophorus,False,GALLIFORMES,melanotis
Odontophoridae,Odontophorus,True,GALLIFORMES,erythrops
Odontophoridae,Odontophorus,True,GALLIFORMES,atrifrons
Odontophoridae,Odontophorus,True,GALLIFORMES,hyperythrus
Odontophoridae,Odontophorus,True,GALLIFORMES,melanonotus
Odontophoridae,Odontophorus,True,GALLIFORMES,speciosus
Odontophoridae,Odontophorus,True,GALLIFORMES,dialeucos
Odontophoridae,Odontophorus,True,GALLIFORMES,strophium
Odontophoridae,Odontophorus,True,GALLIFORMES,columbianus
Odontophoridae,Odontophorus,False,GALLIFORMES,leucolaemus
Odontophoridae,Odontophorus,True,GALLIFORMES,balliviani
Odontophoridae,Odontophorus,True,GALLIFORMES,stellatus
Odontophoridae,Odontophorus,False,GALLIFORMES,guttatus
Odontophoridae,Dactylortyx,False,GALLIFORMES,thoracicus
Odontophoridae,Cyrtonyx,False,GALLIFORMES,montezumae
Odontophoridae,Cyrtonyx,False,GALLIFORMES,ocellatus
Odontophoridae,Rhynchortyx,True,GALLIFORMES,cinctus
Phasianidae,Meleagris,True,GALLIFORMES,gallopavo
Phasianidae,Meleagris,False,GALLIFORMES,ocellata
Phasianidae,Bonasa,True,GALLIFORMES,umbellus
Phasianidae,Tetrastes,False,GALLIFORMES,bonasia
Phasianidae,Tetrastes,False,GALLIFORMES,sewerzowi
Phasianidae,Falcipennis,False,GALLIFORMES,falcipennis
Phasianidae,Falcipennis,True,GALLIFORMES,canadensis
Phasianidae,Tetrao,False,GALLIFORMES,urogallus
Phasianidae,Tetrao,False,GALLIFORMES,urogalloides
Phasianidae,Lyrurus,False,GALLIFORMES,tetrix
Phasianidae,Lyrurus,False,GALLIFORMES,mlokosiewiczi
Phasianidae,Centrocercus,True,GALLIFORMES,urophasianus
Phasianidae,Centrocercus,False,GALLIFORMES,minimus
Phasianidae,Dendragapus,False,GALLIFORMES,obscurus
Phasianidae,Dendragapus,False,GALLIFORMES,fuliginosus
Phasianidae,Tympanuchus,False,GALLIFORMES,phasianellus
Phasianidae,Tympanuchus,True,GALLIFORMES,pallidicinctus
Phasianidae,Tympanuchus,True,GALLIFORMES,cupido
Phasianidae,Lagopus,False,GALLIFORMES,leucura
Phasianidae,Lagopus,False,GALLIFORMES,muta
Phasianidae,Lagopus,False,GALLIFORMES,lagopus
Phasianidae,Lerwa,False,GALLIFORMES,lerwa
Phasianidae,Tetraophasis,False,GALLIFORMES,obscurus
Phasianidae,Tetraophasis,False,GALLIFORMES,szechenyii
Phasianidae,Tetraogallus,False,GALLIFORMES,caucasicus
Phasianidae,Tetraogallus,False,GALLIFORMES,caspius
Phasianidae,Tetraogallus,False,GALLIFORMES,himalayensis
Phasianidae,Tetraogallus,False,GALLIFORMES,tibetanus
Phasianidae,Tetraogallus,False,GALLIFORMES,altaicus
Phasianidae,Alectoris,False,GALLIFORMES,graeca
Phasianidae,Alectoris,False,GALLIFORMES,chukar
Phasianidae,Alectoris,False,GALLIFORMES,magna
Phasianidae,Alectoris,False,GALLIFORMES,philbyi
Phasianidae,Alectoris,False,GALLIFORMES,barbara
Phasianidae,Alectoris,False,GALLIFORMES,rufa
Phasianidae,Alectoris,False,GALLIFORMES,melanocephala
Phasianidae,Ammoperdix,False,GALLIFORMES,griseogularis
Phasianidae,Ammoperdix,False,GALLIFORMES,heyi
Phasianidae,Francolinus,False,GALLIFORMES,francolinus
Phasianidae,Francolinus,False,GALLIFORMES,pictus
Phasianidae,Francolinus,False,GALLIFORMES,pintadeanus
Phasianidae,Francolinus,False,GALLIFORMES,pondicerianus
Phasianidae,Francolinus,False,GALLIFORMES,gularis
Phasianidae,Peliperdix,False,GALLIFORMES,lathami
Phasianidae,Peliperdix,False,GALLIFORMES,coqui
Phasianidae,Peliperdix,False,GALLIFORMES,albogularis
Phasianidae,Peliperdix,False,GALLIFORMES,schlegelii
Phasianidae,Scleroptila,False,GALLIFORMES,streptophora
Phasianidae,Scleroptila,False,GALLIFORMES,afra
Phasianidae,Scleroptila,False,GALLIFORMES,levaillantii
Phasianidae,Scleroptila,False,GALLIFORMES,finschi
Phasianidae,Scleroptila,False,GALLIFORMES,shelleyi
Phasianidae,Scleroptila,False,GALLIFORMES,psilolaema
Phasianidae,Scleroptila,False,GALLIFORMES,gutturalis
Phasianidae,Dendroperdix,False,GALLIFORMES,sephaena
Phasianidae,Pternistis,False,GALLIFORMES,squamatus
Phasianidae,Pternistis,False,GALLIFORMES,ahantensis
Phasianidae,Pternistis,False,GALLIFORMES,griseostriatus
Phasianidae,Pternistis,False,GALLIFORMES,hildebrandti
Phasianidae,Pternistis,False,GALLIFORMES,bicalcaratus
Phasianidae,Pternistis,False,GALLIFORMES,icterorhynchus
Phasianidae,Pternistis,False,GALLIFORMES,clappertoni
Phasianidae,Pternistis,False,GALLIFORMES,harwoodi
Phasianidae,Pternistis,False,GALLIFORMES,swierstrai
Phasianidae,Pternistis,False,GALLIFORMES,camerunensis
Phasianidae,Pternistis,False,GALLIFORMES,nobilis
Phasianidae,Pternistis,False,GALLIFORMES,jacksoni
Phasianidae,Pternistis,False,GALLIFORMES,castaneicollis
Phasianidae,Pternistis,False,GALLIFORMES,atrifrons
Phasianidae,Pternistis,False,GALLIFORMES,ochropectus
Phasianidae,Pternistis,False,GALLIFORMES,erckelii
Phasianidae,Pternistis,False,GALLIFORMES,hartlaubi
Phasianidae,Pternistis,False,GALLIFORMES,adspersus
Phasianidae,Pternistis,False,GALLIFORMES,capensis
Phasianidae,Pternistis,False,GALLIFORMES,natalensis
Phasianidae,Pternistis,False,GALLIFORMES,leucoscepus
Phasianidae,Pternistis,False,GALLIFORMES,rufopictus
Phasianidae,Pternistis,False,GALLIFORMES,afer
Phasianidae,Pternistis,False,GALLIFORMES,swainsonii
Phasianidae,Perdix,False,GALLIFORMES,perdix
Phasianidae,Perdix,False,GALLIFORMES,dauurica
Phasianidae,Perdix,False,GALLIFORMES,hodgsoniae
Phasianidae,Rhizothera,False,GALLIFORMES,longirostris
Phasianidae,Rhizothera,False,GALLIFORMES,dulitensis
Phasianidae,Margaroperdix,False,GALLIFORMES,madagarensis
Phasianidae,Melanoperdix,False,GALLIFORMES,niger
Phasianidae,Coturnix,False,GALLIFORMES,coturnix
Phasianidae,Coturnix,False,GALLIFORMES,japonica
Phasianidae,Coturnix,False,GALLIFORMES,coromandelica
Phasianidae,Coturnix,False,GALLIFORMES,delegorguei
Phasianidae,Coturnix,False,GALLIFORMES,pectoralis
Phasianidae,Coturnix,False,GALLIFORMES,novaezelandiae
Phasianidae,Coturnix,False,GALLIFORMES,ypsilophora
Phasianidae,Excalfactoria,False,GALLIFORMES,chinensis
Phasianidae,Excalfactoria,False,GALLIFORMES,adansonii
Phasianidae,Anurophasis,False,GALLIFORMES,monorthonyx
Phasianidae,Perdicula,False,GALLIFORMES,asiatica
Phasianidae,Perdicula,False,GALLIFORMES,argoondah
Phasianidae,Perdicula,False,GALLIFORMES,erythrorhyncha
Phasianidae,Perdicula,False,GALLIFORMES,manipurensis
Phasianidae,Ophrysia,False,GALLIFORMES,superciliosa
Phasianidae,Xenoperdix,False,GALLIFORMES,udzungwensis
Phasianidae,Xenoperdix,False,GALLIFORMES,obscuratus
Phasianidae,Arborophila,False,GALLIFORMES,torqueola
Phasianidae,Arborophila,False,GALLIFORMES,rufogularis
Phasianidae,Arborophila,False,GALLIFORMES,atrogularis
Phasianidae,Arborophila,False,GALLIFORMES,crudigularis
Phasianidae,Arborophila,False,GALLIFORMES,mandellii
Phasianidae,Arborophila,False,GALLIFORMES,brunneopectus
Phasianidae,Arborophila,False,GALLIFORMES,rufipectus
Phasianidae,Arborophila,False,GALLIFORMES,gingica
Phasianidae,Arborophila,False,GALLIFORMES,davidi
Phasianidae,Arborophila,False,GALLIFORMES,cambodiana
Phasianidae,Arborophila,False,GALLIFORMES,diversa
Phasianidae,Arborophila,False,GALLIFORMES,campbelli
Phasianidae,Arborophila,False,GALLIFORMES,rolli
Phasianidae,Arborophila,False,GALLIFORMES,sumatrana
Phasianidae,Arborophila,False,GALLIFORMES,orientalis
Phasianidae,Arborophila,False,GALLIFORMES,javanica
Phasianidae,Arborophila,False,GALLIFORMES,rubrirostris
Phasianidae,Arborophila,False,GALLIFORMES,hyperythra
Phasianidae,Arborophila,False,GALLIFORMES,ardens
Phasianidae,Arborophila,False,GALLIFORMES,charltonii
Phasianidae,Arborophila,False,GALLIFORMES,chloropus
Phasianidae,Caloperdix,False,GALLIFORMES,oculeus
Phasianidae,Haematortyx,False,GALLIFORMES,sanguiniceps
Phasianidae,Rollulus,False,GALLIFORMES,rouloul
Phasianidae,Bambusicola,False,GALLIFORMES,fytchii
Phasianidae,Bambusicola,False,GALLIFORMES,thoracicus
Phasianidae,Bambusicola,False,GALLIFORMES,sonorivox
Phasianidae,Galloperdix,False,GALLIFORMES,spadicea
Phasianidae,Galloperdix,False,GALLIFORMES,lunulata
Phasianidae,Galloperdix,False,GALLIFORMES,bicalcarata
Phasianidae,Ithaginis,False,GALLIFORMES,cruentus
Phasianidae,Tragopan,False,GALLIFORMES,melanocephalus
Phasianidae,Tragopan,False,GALLIFORMES,satyra
Phasianidae,Tragopan,False,GALLIFORMES,blythii
Phasianidae,Tragopan,False,GALLIFORMES,temminckii
Phasianidae,Tragopan,False,GALLIFORMES,caboti
Phasianidae,Pucrasia,False,GALLIFORMES,macrolopha
Phasianidae,Lophophorus,False,GALLIFORMES,impejanus
Phasianidae,Lophophorus,False,GALLIFORMES,sclateri
Phasianidae,Lophophorus,False,GALLIFORMES,lhuysii
Phasianidae,Gallus,False,GALLIFORMES,gallus
Phasianidae,Gallus,False,GALLIFORMES,sonneratii
Phasianidae,Gallus,False,GALLIFORMES,lafayettii
Phasianidae,Gallus,False,GALLIFORMES,varius
Phasianidae,Lophura,False,GALLIFORMES,leucomelanos
Phasianidae,Lophura,False,GALLIFORMES,nycthemera
Phasianidae,Lophura,False,GALLIFORMES,edwardsi
Phasianidae,Lophura,False,GALLIFORMES,swinhoii
Phasianidae,Lophura,False,GALLIFORMES,hoogerwerfi
Phasianidae,Lophura,False,GALLIFORMES,inornata
Phasianidae,Lophura,False,GALLIFORMES,erythrophthalma
Phasianidae,Lophura,False,GALLIFORMES,ignita
Phasianidae,Lophura,False,GALLIFORMES,diardi
Phasianidae,Lophura,False,GALLIFORMES,bulweri
Phasianidae,Crossoptilon,False,GALLIFORMES,crossoptilon
Phasianidae,Crossoptilon,False,GALLIFORMES,harmani
Phasianidae,Crossoptilon,False,GALLIFORMES,mantchuricum
Phasianidae,Crossoptilon,False,GALLIFORMES,auritum
Phasianidae,Catreus,False,GALLIFORMES,wallichii
Phasianidae,Syrmaticus,False,GALLIFORMES,ellioti
Phasianidae,Syrmaticus,False,GALLIFORMES,humiae
Phasianidae,Syrmaticus,False,GALLIFORMES,mikado
Phasianidae,Syrmaticus,False,GALLIFORMES,soemmerringii
Phasianidae,Syrmaticus,False,GALLIFORMES,reevesii
Phasianidae,Phasianus,False,GALLIFORMES,colchicus
Phasianidae,Phasianus,False,GALLIFORMES,versicolor
Phasianidae,Chrysolophus,False,GALLIFORMES,pictus
Phasianidae,Chrysolophus,False,GALLIFORMES,amherstiae
Phasianidae,Polyplectron,False,GALLIFORMES,chalcurum
Phasianidae,Polyplectron,False,GALLIFORMES,inopinatum
Phasianidae,Polyplectron,False,GALLIFORMES,germaini
Phasianidae,Polyplectron,False,GALLIFORMES,bicalcaratum
Phasianidae,Polyplectron,False,GALLIFORMES,katsumatae
Phasianidae,Polyplectron,False,GALLIFORMES,malacense
Phasianidae,Polyplectron,False,GALLIFORMES,schleiermacheri
Phasianidae,Polyplectron,False,GALLIFORMES,napoleonis
Phasianidae,Rheinardia,False,GALLIFORMES,ocellata
Phasianidae,Argusianus,False,GALLIFORMES,argus
Phasianidae,Pavo,False,GALLIFORMES,cristatus
Phasianidae,Pavo,False,GALLIFORMES,muticus
Phasianidae,Afropavo,False,GALLIFORMES,congensis
Anhimidae,Anhima,True,ANSERIFORMES,cornuta
Anhimidae,Chauna,True,ANSERIFORMES,chavaria
Anhimidae,Chauna,True,ANSERIFORMES,torquata
Anseranatidae,Anseranas,False,ANSERIFORMES,semipalmata
Anatidae,Dendrocygna,True,ANSERIFORMES,viduata
Anatidae,Dendrocygna,True,ANSERIFORMES,autumnalis
Anatidae,Dendrocygna,False,ANSERIFORMES,guttata
Anatidae,Dendrocygna,False,ANSERIFORMES,arborea
Anatidae,Dendrocygna,True,ANSERIFORMES,bicolor
Anatidae,Dendrocygna,False,ANSERIFORMES,eytoni
Anatidae,Dendrocygna,False,ANSERIFORMES,arcuata
Anatidae,Dendrocygna,False,ANSERIFORMES,javanica
Anatidae,Thalassornis,False,ANSERIFORMES,leuconotus
Anatidae,Cereopsis,False,ANSERIFORMES,novaehollandiae
Anatidae,Branta,False,ANSERIFORMES,bernicla
Anatidae,Branta,False,ANSERIFORMES,ruficollis
Anatidae,Branta,False,ANSERIFORMES,sandvicensis
Anatidae,Branta,False,ANSERIFORMES,canadensis
Anatidae,Branta,False,ANSERIFORMES,leucopsis
Anatidae,Branta,False,ANSERIFORMES,hutchinsii
Anatidae,Anser,False,ANSERIFORMES,indicus
Anatidae,Anser,False,ANSERIFORMES,canagicus
Anatidae,Anser,False,ANSERIFORMES,rossii
Anatidae,Anser,False,ANSERIFORMES,caerulescens
Anatidae,Anser,False,ANSERIFORMES,anser
Anatidae,Anser,False,ANSERIFORMES,cygnoides
Anatidae,Anser,False,ANSERIFORMES,fabalis
Anatidae,Anser,False,ANSERIFORMES,brachyrhynchus
Anatidae,Anser,False,ANSERIFORMES,serrirostris
Anatidae,Anser,False,ANSERIFORMES,albifrons
Anatidae,Anser,False,ANSERIFORMES,erythropus
Anatidae,Coscoroba,True,ANSERIFORMES,coscoroba
Anatidae,Cygnus,False,ANSERIFORMES,atratus
Anatidae,Cygnus,True,ANSERIFORMES,melancoryphus
Anatidae,Cygnus,False,ANSERIFORMES,olor
Anatidae,Cygnus,True,ANSERIFORMES,buccinator
Anatidae,Cygnus,False,ANSERIFORMES,columbianus
Anatidae,Cygnus,False,ANSERIFORMES,cygnus
Anatidae,Stictonetta,False,ANSERIFORMES,naevosa
Anatidae,Hymenolaimus,False,ANSERIFORMES,malacorhynchos
Anatidae,Tachyeres,True,ANSERIFORMES,patachonicus
Anatidae,Tachyeres,True,ANSERIFORMES,pteneres
Anatidae,Tachyeres,True,ANSERIFORMES,brachypterus
Anatidae,Tachyeres,True,ANSERIFORMES,leucocephalus
Anatidae,Merganetta,True,ANSERIFORMES,armata
Anatidae,Plectropterus,False,ANSERIFORMES,gambensis
Anatidae,Sarkidiornis,True,ANSERIFORMES,sylvicola
Anatidae,Sarkidiornis,False,ANSERIFORMES,melanotos
Anatidae,Cyanochen,False,ANSERIFORMES,cyanoptera
Anatidae,Alopochen,False,ANSERIFORMES,aegyptiaca
Anatidae,Alopochen,False,ANSERIFORMES,mauritiana
Anatidae,Alopochen,False,ANSERIFORMES,kervazoi
Anatidae,Neochen,True,ANSERIFORMES,jubata
Anatidae,Chloephaga,True,ANSERIFORMES,melanoptera
Anatidae,Chloephaga,True,ANSERIFORMES,picta
Anatidae,Chloephaga,True,ANSERIFORMES,hybrida
Anatidae,Chloephaga,True,ANSERIFORMES,poliocephala
Anatidae,Chloephaga,True,ANSERIFORMES,rubidiceps
Anatidae,Radjah,False,ANSERIFORMES,radjah
Anatidae,Tadorna,False,ANSERIFORMES,tadorna
Anatidae,Tadorna,False,ANSERIFORMES,ferruginea
Anatidae,Tadorna,False,ANSERIFORMES,cana
Anatidae,Tadorna,False,ANSERIFORMES,tadornoides
Anatidae,Tadorna,False,ANSERIFORMES,variegata
Anatidae,Tadorna,False,ANSERIFORMES,cristata
Anatidae,Malacorhynchus,False,ANSERIFORMES,membranaceus
Anatidae,Salvadorina,False,ANSERIFORMES,waigiuensis
Anatidae,Cairina,True,ANSERIFORMES,moschata
Anatidae,Asarcornis,False,ANSERIFORMES,scutulata
Anatidae,Pteronetta,False,ANSERIFORMES,hartlaubii
Anatidae,Aix,False,ANSERIFORMES,sponsa
Anatidae,Aix,False,ANSERIFORMES,galericulata
Anatidae,Chenonetta,False,ANSERIFORMES,jubata
Anatidae,Nettapus,False,ANSERIFORMES,auritus
Anatidae,Nettapus,False,ANSERIFORMES,coromandelianus
Anatidae,Nettapus,False,ANSERIFORMES,pulchellus
Anatidae,Amazonetta,True,ANSERIFORMES,brasiliensis
Anatidae,Callonetta,True,ANSERIFORMES,leucophrys
Anatidae,Lophonetta,True,ANSERIFORMES,specularioides
Anatidae,Speculanas,True,ANSERIFORMES,specularis
Anatidae,Sibirionetta,False,ANSERIFORMES,formosa
Anatidae,Spatula,False,ANSERIFORMES,querquedula
Anatidae,Spatula,False,ANSERIFORMES,hottentota
Anatidae,Spatula,True,ANSERIFORMES,puna
Anatidae,Spatula,True,ANSERIFORMES,versicolor
Anatidae,Spatula,True,ANSERIFORMES,platalea
Anatidae,Spatula,True,ANSERIFORMES,cyanoptera
Anatidae,Spatula,True,ANSERIFORMES,discors
Anatidae,Spatula,False,ANSERIFORMES,smithii
Anatidae,Spatula,False,ANSERIFORMES,rhynchotis
Anatidae,Spatula,False,ANSERIFORMES,clypeata
Anatidae,Mareca,False,ANSERIFORMES,strepera
Anatidae,Mareca,False,ANSERIFORMES,falcata
Anatidae,Mareca,False,ANSERIFORMES,penelope
Anatidae,Mareca,True,ANSERIFORMES,sibilatrix
Anatidae,Mareca,True,ANSERIFORMES,americana
Anatidae,Mareca,False,ANSERIFORMES,marecula
Anatidae,Anas,False,ANSERIFORMES,sparsa
Anatidae,Anas,False,ANSERIFORMES,undulata
Anatidae,Anas,False,ANSERIFORMES,melleri
Anatidae,Anas,False,ANSERIFORMES,superciliosa
Anatidae,Anas,False,ANSERIFORMES,laysanensis
Anatidae,Anas,False,ANSERIFORMES,wyvilliana
Anatidae,Anas,False,ANSERIFORMES,luzonica
Anatidae,Anas,False,ANSERIFORMES,poecilorhyncha
Anatidae,Anas,False,ANSERIFORMES,zonorhyncha
Anatidae,Anas,False,ANSERIFORMES,platyrhynchos
Anatidae,Anas,False,ANSERIFORMES,fulvigula
Anatidae,Anas,True,ANSERIFORMES,rubripes
Anatidae,Anas,False,ANSERIFORMES,diazi
Anatidae,Anas,False,ANSERIFORMES,capensis
Anatidae,Anas,True,ANSERIFORMES,bahamensis
